,at,v,ap,rh,pe
6822,26.23,59.14,1016.98,75.54,437.85
6823,11.35,40.66,1016.86,96.4,466.55
6824,14.12,39.52,1018.41,78.32,465.09
6825,32.05,77.24,1008.06,67.09,432.49
6826,29.87,73.68,1015.1,40.96,433.43
6827,22.89,48.98,1014.55,48.21,448.56
6828,23.56,73.18,1012.18,87.98,437.92
6829,29.53,70.79,1003.7,60.89,426.85
6830,14.24,41.16,1010.16,87.0,471.0
6831,9.58,38.08,1019.49,67.54,478.5
6832,20.25,58.59,1012.99,65.98,452.18
6833,29.72,74.78,1009.32,55.25,438.19
6834,18.62,61.27,1019.26,73.35,455.75
6835,23.24,51.95,1006.21,78.08,448.5
6836,12.04,43.69,1016.58,80.16,474.97
6837,9.32,36.66,1027.46,70.76,479.13
6838,15.0,50.88,1014.04,100.12,459.37
6839,14.26,42.32,1016.0,77.43,463.71
6840,8.51,39.96,1026.34,96.1,475.96
6841,20.6,66.86,1013.08,62.48,451.44
6842,25.37,66.75,1017.94,79.26,434.16
6843,26.14,69.14,1007.1,88.27,439.03
6844,6.77,39.81,1017.01,87.68,488.27
6845,5.57,42.85,1013.55,92.14,488.85
6846,27.92,63.07,1010.75,45.26,442.87
6847,15.07,39.82,1012.78,84.46,471.31
6848,21.44,51.19,1009.1,84.94,446.17
6849,22.87,74.22,1009.36,93.05,438.67
6850,13.35,41.39,1019.17,72.87,474.19
6851,9.97,39.99,1010.09,95.0,477.31
6852,13.9,45.08,1023.29,83.43,465.31
6853,21.94,56.85,1011.01,77.72,442.63
6854,27.29,62.66,1007.63,58.02,439.58
6855,22.83,65.18,1012.24,79.74,442.43
6856,10.73,40.35,1012.27,89.65,477.23
6857,16.81,42.86,1013.83,77.11,464.36
6858,22.24,41.1,1001.96,42.6,451.95
6859,30.11,62.04,1010.69,47.96,444.42
6860,18.41,65.94,1010.23,84.71,452.66
6861,30.12,73.18,1012.29,61.32,429.31
6862,13.79,45.08,1023.3,83.59,465.69
6863,30.78,73.67,1005.97,58.7,427.15
6864,22.95,63.94,1013.87,80.37,447.13
6865,6.9,40.62,1018.48,78.84,479.97
6866,29.06,71.64,1005.54,69.84,435.98
6867,13.0,48.79,1017.14,85.23,464.12
6868,25.19,64.44,1014.75,64.38,444.35
6869,31.01,73.5,1010.92,48.61,432.41
6870,24.42,63.07,1011.49,67.39,444.72
6871,21.39,51.3,1013.39,89.05,452.7
6872,12.95,41.38,1021.97,53.83,474.46
6873,10.15,41.14,1025.5,91.54,473.56
6874,6.15,40.07,1020.2,66.64,494.3
6875,13.52,39.3,1018.99,69.22,469.41
6876,26.39,66.05,1018.24,61.27,442.22
6877,26.22,67.45,1013.7,44.04,440.17
6878,26.0,69.88,1007.99,87.07,434.79
6879,25.17,68.08,1012.83,60.87,437.01
6880,21.95,57.76,1018.02,67.72,452.27
6881,16.66,41.16,1007.37,76.82,463.39
6882,23.45,51.95,1005.23,76.17,449.07
6883,10.33,40.62,1017.41,64.22,473.16
6884,15.78,41.16,1008.43,80.25,464.85
6885,26.23,63.56,1013.57,65.81,440.8
6886,24.17,48.41,1008.46,76.19,442.62
6887,30.78,69.14,1007.27,62.77,433.96
6888,18.5,47.03,1013.97,93.6,460.08
6889,26.61,69.13,1002.05,51.97,430.17
6890,21.75,67.45,1014.89,67.09,445.1
6891,29.23,75.6,1017.72,52.26,438.92
6892,29.91,76.86,998.59,72.41,432.6
6893,12.68,45.01,1013.86,83.26,448.69
6894,15.97,52.72,1024.72,65.97,462.64
6895,29.62,73.18,1012.21,61.6,427.22
6896,20.03,62.26,1012.15,82.54,447.4
6897,8.83,41.92,1031.8,78.97,483.38
6898,15.2,40.55,1005.0,88.4,465.09
6899,9.06,40.02,1031.16,82.04,478.01
6900,10.54,34.03,1018.71,74.0,478.77
6901,10.33,41.44,1015.24,86.72,478.79
6902,23.51,48.98,1014.63,41.56,454.06
6903,25.89,58.86,1014.16,52.95,445.17
6904,18.71,54.9,1017.12,74.79,456.88
6905,7.75,38.06,1020.83,83.39,483.56
6906,32.95,75.08,1005.32,47.7,436.3
6907,11.76,41.58,1020.91,88.35,465.45
6908,26.63,73.68,1015.15,85.13,428.8
6909,7.38,44.71,1020.27,70.55,486.91
6910,24.77,69.71,1009.86,85.56,441.29
6911,26.29,56.85,1012.68,60.33,439.86
6912,24.73,48.6,1004.03,63.37,439.99
6913,14.7,44.9,1021.87,83.9,468.69
6914,14.98,39.58,1011.78,75.07,467.77
6915,4.96,40.07,1011.8,67.38,494.75
6916,23.14,51.19,1009.56,77.2,443.87
6917,22.11,59.8,1016.74,73.9,453.45
6918,23.0,60.37,1005.34,83.73,437.6
6919,28.18,73.03,1014.18,67.72,439.74
6920,24.94,62.96,1019.76,58.44,443.48
6921,31.17,70.98,1007.19,67.34,431.01
6922,32.25,77.54,1010.46,54.57,430.86
6923,13.41,45.0,1022.31,76.29,475.9
6924,16.43,41.79,1005.47,76.89,455.85
6925,13.31,40.03,1017.73,84.48,470.31
6926,9.15,39.61,1018.69,84.47,475.64
6927,21.49,61.27,1019.81,63.21,450.07
6928,25.02,60.29,1017.49,54.75,445.61
6929,16.22,46.36,1020.04,91.73,460.73
6930,14.93,41.79,1008.88,81.48,456.75
6931,13.48,40.73,1017.59,94.81,463.6
6932,26.2,71.73,1009.99,74.99,434.08
6933,21.44,50.78,1008.87,87.56,443.3
6934,23.56,49.16,1003.31,66.98,445.36
6935,23.64,71.25,1004.92,93.87,442.26
6936,17.74,58.33,1013.55,81.8,446.01
6937,22.33,45.87,1007.8,63.61,447.02
6938,26.31,48.6,1002.64,60.04,440.06
6939,29.6,71.14,1011.46,52.69,430.55
6940,16.26,44.89,1010.48,86.57,456.86
6941,9.28,40.22,1009.23,88.43,480.73
6942,11.8,42.34,1020.25,93.54,466.52
6943,23.04,63.86,1019.83,59.78,446.22
6944,17.57,44.06,1015.43,72.75,459.73
6945,30.75,73.5,1011.02,54.76,429.18
6946,5.94,39.9,1007.84,86.33,485.86
6947,22.12,57.19,1007.56,76.5,442.51
6948,11.52,40.03,1017.56,87.87,472.31
6949,26.76,48.41,1010.53,47.38,440.63
6950,22.08,45.61,1014.02,75.71,456.71
6951,13.94,47.83,1004.83,81.2,465.13
6952,16.21,50.9,1012.46,84.45,462.68
6953,30.29,59.22,1013.05,60.46,441.57
6954,11.44,34.03,1018.57,74.06,476.06
6955,29.17,67.45,1014.1,46.85,435.08
6956,23.09,63.91,1012.23,83.25,447.9
6957,19.0,58.95,1018.05,83.38,451.96
6958,20.76,62.52,1015.63,81.04,451.69
6959,24.06,71.25,1002.39,92.18,438.85
6960,25.57,66.54,1005.22,83.48,430.92
6961,19.46,60.07,1014.81,66.61,451.89
6962,31.11,71.8,1010.81,56.08,437.2
6963,16.57,53.82,1015.17,63.69,462.52
6964,26.35,64.05,1009.81,81.24,433.63
6965,16.78,37.2,1011.97,68.94,471.24
6966,10.33,40.69,1014.25,84.46,480.18
6967,19.94,50.78,1008.78,92.07,449.6
6968,27.16,65.61,1014.21,47.93,441.33
6969,19.45,38.52,1017.99,62.86,451.96
6970,30.01,68.27,1006.88,51.67,428.6
6971,33.74,69.98,1012.51,43.3,425.35
6972,13.93,44.21,1022.26,82.4,469.12
6973,16.52,53.16,1014.68,76.82,457.81
6974,17.47,63.31,1015.28,88.22,450.68
6975,9.2,39.99,1011.73,85.95,484.04
6976,21.97,69.23,1012.25,86.45,443.85
6977,15.7,44.21,1021.26,86.83,462.19
6978,27.62,63.9,1013.11,43.56,442.89
6979,12.35,40.8,1027.35,72.69,476.88
6980,23.37,63.87,1016.67,60.44,446.42
6981,29.35,54.2,1013.07,42.45,439.47
6982,28.08,64.44,1013.02,64.34,440.26
6983,10.09,41.01,1019.89,96.55,471.15
6984,12.36,45.09,1013.05,88.4,467.2
6985,19.19,63.31,1016.88,66.58,453.16
6986,17.7,48.98,1015.79,83.18,454.41
6987,18.53,61.27,1019.84,75.22,454.72
6988,29.56,73.88,1005.77,66.45,436.6
6989,17.13,43.79,1016.09,58.94,465.3
6990,11.51,41.06,1021.3,78.11,476.91
6991,8.55,36.25,1029.54,85.23,480.68
6992,18.34,62.1,1020.52,78.6,453.01
6993,16.4,44.9,1009.22,82.31,456.11
6994,21.31,58.66,1012.67,69.36,451.96
6995,17.88,45.87,1008.39,93.63,455.83
6996,27.64,75.6,1017.35,54.78,441.04
6997,27.35,61.47,1008.43,70.65,443.67
6998,19.27,65.12,1015.63,73.48,449.42
6999,13.54,40.69,1015.85,77.55,471.05
7000,33.95,68.14,1002.33,48.98,427.25
7001,9.47,40.81,1026.44,91.87,479.96
7002,13.35,40.27,1005.83,49.75,474.68
7003,30.75,71.22,1006.47,48.06,437.96
7004,30.58,68.84,1011.34,51.29,439.71
7005,11.57,44.63,1020.7,91.11,469.64
7006,14.2,52.75,1025.64,61.02,465.48
7007,21.78,68.28,1001.0,79.3,443.24
7008,23.7,64.45,1012.87,38.24,451.16
7009,21.95,68.63,1012.8,61.55,448.9
7010,5.84,40.62,1018.58,82.73,482.1
7011,15.62,35.4,1016.19,53.95,467.95
7012,21.44,62.96,1020.27,79.85,450.57
7013,20.6,44.58,1017.67,48.36,466.2
7014,30.28,67.22,1014.39,53.32,447.67
7015,9.91,39.64,1010.57,75.82,478.63
7016,13.41,39.35,1015.1,79.32,471.85
7017,10.01,41.17,1018.78,86.84,479.4
7018,8.11,42.18,1014.82,93.09,473.62
7019,9.72,43.41,1016.25,76.39,474.1
7020,20.3,48.41,1007.48,89.66,446.68
7021,24.37,63.47,1012.77,75.22,445.6
7022,8.11,41.92,1029.61,91.92,483.52
7023,27.66,59.21,1013.12,51.58,438.57
7024,13.8,39.39,1013.85,81.95,471.7
7025,28.62,70.32,1008.87,46.67,431.03
7026,31.04,74.67,1015.85,43.32,435.17
7027,27.71,69.13,1001.63,51.45,432.54
7028,23.02,67.25,1017.17,72.0,443.44
7029,18.5,52.08,1006.23,100.09,451.23
7030,25.4,70.4,1006.8,94.78,439.04
7031,19.61,56.53,1019.69,77.13,454.22
7032,27.33,52.84,1005.88,56.16,438.97
7033,9.78,41.93,1023.18,75.05,484.03
7034,7.19,40.81,1015.22,85.65,487.15
7035,13.03,39.35,1015.34,79.18,474.02
7036,29.17,74.34,1004.51,82.02,433.03
7037,19.61,45.01,1014.84,64.42,461.97
7038,24.81,63.73,1009.34,83.61,440.43
7039,23.13,61.47,1008.96,85.5,438.8
7040,10.44,37.83,1006.31,97.2,474.42
7041,19.23,45.01,1012.24,72.91,450.77
7042,28.72,68.14,1005.82,46.52,443.26
7043,10.2,41.01,1021.39,96.64,468.27
7044,24.37,65.61,1014.5,65.67,443.13
7045,14.8,40.2,1012.87,88.35,466.27
7046,28.99,68.24,1008.75,66.57,428.28
7047,23.39,68.51,1013.09,78.6,438.35
7048,23.83,50.32,1008.41,72.23,445.17
7049,30.21,75.33,1002.24,66.71,431.46
7050,9.18,42.18,1017.4,87.3,475.57
7051,22.33,71.94,1011.06,82.85,441.85
7052,32.49,74.99,1002.19,34.58,435.43
7053,30.19,66.54,1004.39,61.43,428.37
7054,25.56,75.6,1017.37,69.31,442.2
7055,16.37,39.99,1007.05,80.61,464.69
7056,15.8,41.2,1016.08,77.83,468.55
7057,16.55,54.3,1017.95,60.84,460.59
7058,26.46,74.67,1016.65,84.44,431.65
7059,6.75,39.37,1020.26,70.99,486.26
7060,17.75,55.5,1020.15,81.26,459.43
7061,21.7,60.77,1018.07,88.15,444.66
7062,28.66,77.95,1009.56,69.07,431.23
7063,31.5,74.16,1011.72,56.42,436.43
7064,24.6,57.32,1012.48,45.14,442.64
7065,20.91,58.2,1018.1,62.8,446.19
7066,10.35,44.2,1018.46,88.6,478.36
7067,16.59,43.56,1012.88,59.61,465.03
7068,25.12,66.56,1009.22,65.62,436.56
7069,24.54,58.66,1011.63,57.62,448.11
7070,19.66,51.43,1010.17,84.19,459.12
7071,20.43,63.09,1016.46,91.78,445.58
7072,24.2,50.78,1008.74,59.32,443.09
7073,5.71,41.31,1003.24,89.48,485.83
7074,24.54,57.85,1013.02,65.61,444.93
7075,20.21,60.84,1018.5,82.73,447.73
7076,23.38,48.6,1004.45,69.19,440.9
7077,26.82,75.08,1005.93,60.81,441.14
7078,21.24,50.32,1008.54,84.83,447.32
7079,23.95,51.86,1014.24,68.28,449.81
7080,24.09,63.94,1017.59,51.02,442.92
7081,5.46,40.81,1025.73,93.52,474.87
7082,21.91,48.7,1006.89,83.97,449.8
7083,31.5,70.32,1011.44,64.09,435.13
7084,29.24,64.33,1011.5,64.14,440.29
7085,7.25,41.14,1024.99,95.85,477.45
7086,28.0,74.22,1008.68,66.0,433.94
7087,14.38,44.78,1010.8,66.58,459.66
7088,12.02,40.66,1017.27,96.72,464.5
7089,29.09,47.93,1003.05,48.13,438.97
7090,31.03,69.98,1011.33,52.16,436.13
7091,16.7,46.18,1011.4,95.51,458.05
7092,27.04,69.98,1008.5,75.41,433.25
7093,8.87,41.82,1033.3,74.28,477.97
7094,21.98,55.5,1017.89,57.9,457.29
7095,12.95,41.23,993.74,96.35,469.05
7096,24.39,60.84,1018.5,61.73,442.72
7097,12.58,39.72,1017.85,57.74,471.24
7098,17.05,44.88,1017.69,88.19,459.63
7099,6.76,40.62,1015.67,87.16,478.56
7100,21.51,65.48,1017.11,72.99,448.65
7101,10.13,38.16,1013.57,79.04,474.92
7102,15.9,39.99,1007.03,78.49,465.5
7103,12.38,45.51,1016.15,81.37,470.46
7104,25.47,56.89,1013.02,63.21,440.38
7105,32.38,73.91,1004.05,61.69,430.17
7106,21.67,57.76,1018.32,68.21,452.56
7107,15.01,42.77,1018.21,73.22,462.6
7108,16.9,54.3,1017.97,60.57,460.57
7109,15.71,44.06,1018.34,71.69,465.05
7110,12.71,43.02,1012.25,62.68,475.38
7111,10.9,39.64,1010.58,64.88,477.04
7112,24.83,62.4,1010.13,70.18,442.2
7113,24.35,58.79,1010.13,72.1,448.19
7114,11.83,45.09,1013.11,88.52,470.32
7115,8.95,43.56,1015.04,81.53,485.21
7116,20.79,68.28,1001.42,76.77,445.83
7117,8.57,40.23,1017.53,90.46,484.17
7118,6.01,35.79,1011.05,91.33,482.25
7119,10.08,37.92,1010.47,66.37,474.63
7120,9.31,43.56,1015.09,79.96,482.55
7121,7.92,36.08,1021.01,81.84,482.98
7122,25.89,48.41,1008.59,65.38,442.12
7123,11.83,43.14,1010.06,88.14,471.98
7124,9.98,41.62,1013.56,95.77,463.16
7125,17.85,53.16,1013.05,82.72,456.49
7126,29.54,69.48,1008.91,56.07,427.82
7127,22.54,63.07,1011.71,81.64,442.28
7128,11.16,40.96,1023.49,83.7,478.3
7129,9.94,41.44,1015.21,87.02,481.24
7130,16.06,47.45,1009.97,88.09,450.62
7131,22.12,60.37,1008.75,92.13,439.18
7132,21.87,74.87,1009.28,85.4,442.37
7133,32.67,77.95,1014.62,50.73,432.32
7134,27.41,63.07,1011.5,55.3,445.02
7135,10.06,43.22,1014.1,85.7,473.0
7136,28.52,64.96,1005.9,70.79,431.36
7137,19.78,62.1,1019.72,78.36,450.43
7138,27.07,77.95,1012.34,76.64,433.61
7139,14.76,49.64,1026.31,75.67,461.16
7140,22.92,60.37,1007.05,89.94,438.86
7141,18.0,52.08,1003.07,100.09,450.85
7142,28.37,75.6,1017.48,55.19,439.25
7143,6.03,41.14,1028.04,87.46,479.61
7144,19.99,65.94,1012.28,75.42,447.22
7145,7.61,39.42,1024.93,74.77,475.55
7146,27.54,66.93,1017.06,55.2,450.22
7147,11.91,43.22,1008.75,76.57,472.88
7148,18.63,48.92,1011.37,71.72,450.29
7149,23.88,51.95,1005.37,75.25,449.52
7150,18.16,39.99,1008.13,68.5,461.16
7151,13.26,41.78,1009.77,61.69,467.78
7152,13.95,38.73,1003.87,83.94,468.21
7153,8.62,42.49,1009.06,86.93,481.87
7154,25.88,74.67,1016.66,81.09,434.81
7155,9.33,39.96,1024.55,98.58,473.78
7156,13.18,43.72,1010.59,99.09,464.7
7157,31.33,76.86,997.85,64.43,431.44
7158,13.52,40.83,1009.94,87.53,470.47
7159,25.56,69.13,1002.46,68.26,434.48
7160,17.3,47.45,1010.29,87.13,448.79
7161,8.94,42.07,1018.9,85.93,473.34
7162,7.5,40.02,1031.39,82.53,476.01
7163,14.01,38.91,1015.86,69.24,470.1
7164,19.76,51.19,1008.38,92.56,448.71
7165,20.89,68.63,1012.6,69.52,452.05
7166,29.1,70.4,1003.97,77.57,430.98
7167,21.83,62.91,1011.07,91.34,443.76
7168,26.05,56.85,1012.78,59.09,438.59
7169,9.96,42.03,1017.78,82.39,477.85
7170,4.24,39.9,1009.28,96.74,491.25
7171,12.66,40.35,1011.37,82.77,473.11
7172,11.05,40.71,1024.91,76.42,479.59
7173,9.41,40.43,1025.68,79.49,492.88
7174,26.45,73.5,1010.31,74.33,433.44
7175,6.49,38.68,1017.94,64.81,485.95
7176,19.26,65.61,1015.03,85.74,451.85
7177,8.3,43.13,1020.02,83.11,484.07
7178,33.82,77.17,1008.96,58.91,435.58
7179,19.05,67.32,1013.2,83.14,447.47
7180,13.94,38.47,1015.03,53.9,466.54
7181,18.31,42.23,1012.88,79.32,464.45
7182,10.06,39.61,1018.22,70.22,471.86
7183,26.92,73.17,1011.42,76.94,431.29
7184,19.54,44.57,1007.19,78.93,450.54
7185,5.6,38.91,1019.31,85.33,491.1
7186,24.93,69.05,1001.02,85.14,429.53
7187,13.99,36.71,1013.43,83.13,473.2
7188,11.45,45.01,1018.88,92.12,470.4
7189,7.44,38.5,1012.81,70.27,488.12
7190,29.16,73.17,1010.96,67.77,429.06
7191,21.57,66.49,1014.76,68.19,455.18
7192,17.9,43.72,1008.64,74.73,452.55
7193,16.84,45.01,1016.14,75.74,456.85
7194,30.76,59.57,1010.66,61.76,439.32
7195,27.32,76.09,1007.77,74.64,443.13
7196,20.46,51.43,1010.06,83.79,456.7
7197,16.98,63.09,1020.44,95.18,450.55
7198,16.69,46.18,1011.0,97.85,458.57
7199,5.62,41.38,1020.91,86.21,490.83
7200,32.26,73.68,1014.75,60.9,426.48
7201,24.6,71.73,1010.08,78.77,436.28
7202,29.29,57.19,1008.3,60.11,435.69
7203,4.15,39.9,1008.84,96.68,491.22
7204,6.77,40.78,1024.86,96.58,478.24
7205,21.6,62.52,1017.23,67.87,453.28
7206,19.76,58.79,1017.37,89.09,449.76
7207,21.39,58.05,1013.03,86.44,449.76
7208,15.4,40.69,1015.1,70.25,471.66
7209,15.82,44.2,1018.96,66.73,460.2
7210,22.49,56.9,1007.65,63.34,449.64
7211,25.14,64.63,1020.63,54.0,446.63
7212,26.55,69.45,1013.92,52.22,434.55
7213,18.98,60.1,1010.09,85.34,453.37
7214,22.03,64.79,1017.95,76.2,450.25
7215,20.76,57.25,1011.01,90.31,444.85
7216,32.83,74.33,1011.44,50.42,427.36
7217,23.46,51.19,1009.6,73.22,444.82
7218,20.55,63.86,1015.12,73.98,447.54
7219,28.63,66.56,1005.88,64.73,427.35
7220,21.64,50.32,1008.41,86.32,442.52
7221,27.51,49.3,1003.74,61.27,437.09
7222,28.67,69.14,1008.24,72.68,433.79
7223,12.14,40.27,1007.57,73.22,472.84
7224,27.0,73.17,1009.82,64.43,434.94
7225,32.15,72.29,1010.13,50.19,435.71
7226,20.9,67.71,1007.16,59.02,446.57
7227,25.25,62.91,1012.51,62.64,443.14
7228,22.35,66.44,1011.19,65.41,445.27
7229,3.95,38.44,1016.75,79.65,492.46
7230,22.75,57.76,1017.83,66.54,452.33
7231,22.92,63.94,1019.28,42.69,444.22
7232,22.95,66.54,1004.53,88.06,434.41
7233,16.54,42.86,1014.85,78.0,465.26
7234,13.12,48.04,1011.93,100.07,463.46
7235,9.6,41.82,1032.93,72.63,475.01
7236,25.31,60.75,1008.65,79.35,437.33
7237,21.9,55.5,1018.85,60.27,456.52
7238,23.35,71.85,1009.32,73.48,441.28
7239,9.51,40.46,1018.84,70.12,471.32
7240,14.87,38.28,1014.65,80.24,467.29
7241,27.43,56.85,1011.86,36.76,436.64
7242,13.07,40.83,1010.0,84.84,471.19
7243,10.45,39.61,1020.23,73.39,477.41
7244,26.97,71.58,1010.13,75.16,433.88
7245,10.37,40.03,1017.47,90.47,477.91
7246,21.9,66.54,1004.76,89.99,439.06
7247,18.76,44.71,1015.15,30.83,462.18
7248,12.75,44.2,1017.59,81.22,471.03
7249,16.4,38.01,1022.2,73.05,463.79
7250,14.33,45.51,1015.42,71.55,468.92
7251,19.77,65.06,1016.22,74.95,448.26
7252,17.34,47.03,1013.36,98.13,463.89
7253,25.71,66.05,1018.58,66.23,444.35
7254,12.3,40.69,1015.74,82.58,474.46
7255,8.88,36.3,1015.27,56.96,478.7
7256,27.54,51.43,1012.3,54.82,439.8
7257,24.1,68.61,1010.97,74.87,443.75
7258,32.0,73.17,1009.94,40.48,428.69
7259,9.75,42.49,1010.57,83.63,480.35
7260,5.84,43.02,1013.88,87.42,489.05
7261,19.57,68.61,1011.13,96.4,448.73
7262,6.4,39.18,1024.6,86.83,484.44
7263,26.96,69.45,1013.89,51.47,436.69
7264,15.16,50.88,1013.88,100.11,460.03
7265,24.43,61.25,1011.66,85.24,436.05
7266,33.95,80.18,1010.3,56.69,432.22
7267,30.62,66.75,1017.68,53.68,432.66
7268,29.05,75.6,1017.63,51.16,439.14
7269,24.75,52.84,1005.47,69.61,442.6
7270,18.07,63.31,1016.65,72.81,456.5
7271,25.11,63.21,1012.21,83.58,443.43
7272,22.61,60.27,1018.81,83.27,440.98
7273,24.48,69.13,1002.88,69.43,432.71
7274,11.37,40.56,1017.56,64.8,478.88
7275,7.55,41.04,1027.03,83.32,476.58
7276,22.98,51.95,1006.83,74.92,454.63
7277,13.88,39.39,1014.08,80.48,471.39
7278,26.54,71.98,1005.8,91.16,431.78
7279,15.18,43.67,1011.59,92.58,467.74
7280,26.63,74.22,1007.44,78.5,434.25
7281,8.21,38.91,1015.82,88.99,481.32
7282,9.26,40.11,1024.38,74.82,460.72
7283,26.44,71.64,1004.55,85.53,435.61
7284,18.18,50.16,1010.22,99.73,451.14
7285,18.01,54.9,1017.04,77.82,455.91
7286,23.76,58.41,1013.85,85.38,445.85
7287,11.61,52.75,1020.94,77.56,464.68
7288,31.46,77.17,1009.26,59.61,435.56
7289,10.27,52.75,1026.19,76.78,470.76
7290,14.54,42.99,1009.27,90.88,468.93
7291,14.43,38.28,1014.76,79.76,467.12
7292,23.1,66.05,1020.28,80.62,439.03
7293,22.79,50.78,1008.65,58.39,447.12
7294,15.99,49.21,1015.17,76.4,463.47
7295,25.88,71.73,1010.01,72.8,430.86
7296,27.28,78.92,1011.05,75.48,434.78
7297,29.56,51.43,1005.87,59.22,437.93
7298,16.88,39.99,1007.08,74.29,462.83
7299,24.99,48.92,1010.03,41.26,443.12
7300,13.32,41.7,1020.22,88.3,451.93
7301,29.54,72.29,1011.0,42.0,443.79
7302,15.39,39.31,1008.78,66.67,461.39
7303,31.28,75.08,1005.39,49.53,438.63
7304,8.77,42.49,1010.7,86.78,469.1
7305,25.78,47.93,1003.67,67.23,442.46
7306,13.18,40.73,1017.62,94.4,465.96
7307,22.67,58.2,1016.91,60.75,446.36
7308,12.22,40.78,1024.02,85.46,464.12
7309,13.91,44.58,1021.36,78.98,472.67
7310,23.92,71.98,1006.22,92.96,433.23
7311,23.77,51.43,1006.67,84.09,441.54
7312,20.76,59.04,1012.51,85.39,448.92
7313,14.77,41.39,1018.95,65.61,470.21
7314,8.51,39.66,1015.16,86.61,483.54
7315,11.98,44.58,1016.45,78.8,477.56
7316,30.46,66.75,1017.81,54.48,432.45
7317,14.29,46.18,1017.01,87.29,464.73
7318,29.36,68.94,1007.5,79.91,431.39
7319,9.44,40.0,1015.62,81.16,471.32
7320,24.35,59.21,1018.21,54.46,444.35
7321,14.47,42.86,1031.55,66.73,466.64
7322,31.54,77.24,1008.23,70.19,431.27
7323,26.96,62.39,1008.14,73.95,437.41
7324,29.8,69.34,1009.36,64.74,437.65
7325,15.62,40.12,1013.03,96.26,462.59
7326,11.16,40.05,1014.95,88.38,479.11
7327,19.07,44.63,1020.23,44.93,456.37
7328,13.92,44.47,1029.36,70.86,467.29
7329,9.59,34.69,1027.65,75.32,478.88
7330,19.97,59.21,1017.87,83.46,450.41
7331,23.78,49.3,1003.3,76.56,439.83
7332,30.67,72.86,1004.25,52.72,432.76
7333,25.59,65.46,1014.47,37.89,444.9
7334,14.02,44.85,1016.54,75.73,469.53
7335,22.72,65.61,1014.64,70.53,449.04
7336,25.44,75.23,1010.71,66.44,436.67
7337,10.7,44.77,1017.8,82.37,484.94
7338,21.94,64.15,1021.2,61.75,453.3
7339,7.39,39.85,1011.63,83.61,487.84
7340,17.81,45.0,1022.32,43.84,471.0
7341,14.59,41.23,999.48,86.66,466.83
7342,22.38,71.85,1009.56,74.91,441.47
7343,33.24,74.34,1002.58,45.05,435.5
7344,28.61,69.84,1004.24,67.74,429.91
7345,17.51,44.9,1009.05,74.91,455.01
7346,33.63,77.54,1009.82,58.04,431.81
7347,16.5,44.2,1018.94,63.59,458.3
7348,19.79,60.1,1010.47,84.04,452.41
7349,23.77,59.21,1011.97,80.08,440.08
7350,11.8,43.22,1008.57,78.01,469.55
7351,24.94,59.07,1008.89,84.79,440.12
7352,28.78,64.96,999.75,56.43,432.66
7353,23.09,70.47,1010.76,79.89,439.36
7354,21.92,58.79,1010.09,89.7,446.71
7355,14.57,44.45,1021.42,66.23,462.48
7356,27.09,73.5,1011.34,76.06,434.31
7357,23.39,69.13,1010.99,90.66,434.5
7358,29.52,64.79,1017.53,44.83,439.6
7359,13.42,40.92,1022.84,75.89,458.49
7360,28.07,68.08,1013.13,44.67,437.65
7361,15.47,43.13,1015.11,50.5,466.63
7362,18.5,41.85,1015.81,64.78,466.8
7363,15.24,45.87,1009.46,85.95,456.33
7364,21.26,51.43,1009.96,80.66,455.45
7365,22.64,72.24,1011.07,98.55,434.36
7366,23.42,58.79,1009.74,81.54,441.46
7367,22.26,60.77,1018.26,85.94,442.58
7368,24.38,60.84,1017.85,62.23,440.85
7369,11.56,41.62,1012.5,91.42,460.6
7370,25.18,61.08,1013.08,80.75,445.64
7371,21.09,74.93,1015.11,81.93,443.51
7372,23.01,59.44,1012.82,82.62,445.72
7373,21.69,69.94,1010.7,80.8,443.67
7374,23.48,51.43,1007.13,84.83,441.78
7375,29.04,60.07,1014.88,47.23,438.5
7376,13.62,40.2,1014.2,85.05,465.74
7377,20.12,65.94,1009.93,76.24,447.46
7378,12.19,44.63,1018.96,80.91,468.91
7379,31.48,69.75,1008.9,45.66,438.19
7380,9.52,41.26,1020.55,89.73,475.44
7381,26.05,65.59,1012.78,67.03,437.04
7382,24.93,47.01,1014.28,66.04,455.06
7383,21.4,47.93,1005.16,88.44,445.2
7384,8.46,39.42,1025.05,69.36,474.42
7385,22.11,59.44,1012.82,84.67,448.15
7386,9.05,40.0,1015.48,80.91,472.41
7387,11.92,43.8,1022.96,60.49,470.33
7388,29.38,69.68,1011.35,49.25,430.2
7389,21.04,45.09,1014.19,40.62,450.92
7390,31.04,68.31,1010.54,42.74,441.56
7391,19.83,51.19,1008.13,91.29,449.0
7392,13.86,37.85,1011.4,89.7,469.94
7393,22.57,68.3,1017.43,87.69,440.81
7394,6.62,41.14,1027.33,86.24,479.74
7395,16.58,41.93,1022.36,45.24,466.61
7396,28.85,57.19,1008.2,58.4,436.8
7397,19.73,49.69,1007.78,73.02,454.28
7398,11.82,41.17,1019.5,55.74,475.61
7399,10.22,38.18,1018.01,70.7,474.07
7400,20.48,51.43,1007.4,90.7,448.03
7401,20.06,52.84,1004.21,82.12,447.47
7402,27.53,67.83,1009.4,53.73,429.05
7403,10.89,44.2,1018.3,86.32,479.16
